university,degree,season,decision,gpa,gre_verbal,gre_quant,gre_writing,status,uni_faculty,uni_pub,world_ranking
"University Of Texas, Austin (UT Austin)",MS,F15,Rejected,3.8,170.0,162.0,5.0,American,42.0,5.4,29
Cornell University,MS,F15,Rejected,4.0,148.0,170.0,3.5,International,68.0,8.7,14
"University Of California, San Diego (UCSD)",PhD,F15,Rejected,3.8,157.0,168.0,4.0,International with US Degree,53.0,6.9,32
Columbia University,MS,F15,Accepted,3.75,157.0,167.0,4.5,International with US Degree,47.0,5.8,18
University Of Southern California (USC),MS,F15,Accepted,3.64,145.0,157.0,3.5,American,50.0,5.7,73
"University Of California, Los Angeles (UCLA)",PhD,F15,Accepted,3.82,149.0,163.0,3.0,International,37.0,5.0,11
New York University (NYU),MS,F15,Accepted,3.5,145.0,160.0,4.0,American,46.0,4.3,60
"University Of Texas, Dallas (UT Dallas)",MS,F15,Accepted,3.94,151.0,161.0,4.0,International,34.0,2.3,260
Carnegie Mellon University (CMU),MS,F15,Accepted,3.92,170.0,153.0,3.0,International with US Degree,152.0,18.1,20
Georgia Institute Of Technology (GTech),MS,F15,Rejected,3.0,158.0,163.0,3.0,International,73.0,6.7,27
"University Of California, San Diego (UCSD)",MS,F15,Rejected,3.0,158.0,163.0,3.0,International,53.0,6.9,32
Arizona State University (ASU),MS,F15,Accepted,3.0,158.0,163.0,3.0,International,26.0,2.3,161
Stanford University,MS,F15,Rejected,3.0,158.0,163.0,3.0,International,57.0,11.5,4
"University Of California, Berkeley (UCB)",MS,F15,Rejected,3.0,158.0,163.0,3.0,International,83.0,11.1,8
"University Of Texas, Austin (UT Austin)",MS,F15,Accepted,3.67,163.0,170.0,4.5,International,42.0,5.4,29
"University Of Texas, Austin (UT Austin)",MS,F15,Accepted,3.8,166.0,159.0,4.0,International,42.0,5.4,29
"University Of California, San Diego (UCSD)",PhD,F15,Rejected,3.5,145.0,164.0,3.0,International,53.0,6.9,32
New York University (NYU),MS,F15,Accepted,3.83,153.0,166.0,3.0,International with US Degree,46.0,4.3,60
New York University (NYU),MS,F15,Rejected,3.83,153.0,166.0,3.0,International with US Degree,46.0,4.3,60
"University Of California, Los Angeles (UCLA)",MS,F15,Rejected,3.77,155.0,167.0,4.0,International,37.0,5.0,11
University Of Utah (UoU),PhD,F15,Rejected,3.56,147.0,166.0,4.0,International,40.0,3.6,83
Johns Hopkins University (JHU),PhD,F15,Rejected,3.56,147.0,166.0,4.0,International,22.0,2.4,13
"University Of California, San Diego (UCSD)",PhD,F15,Rejected,3.56,147.0,166.0,4.0,International,53.0,6.9,32
"University Of California, San Diego (UCSD)",PhD,F15,Rejected,3.58,152.0,170.0,3.0,International,53.0,6.9,32
New York University (NYU),MS,F15,Rejected,2.81,157.0,168.0,4.0,International,46.0,4.3,60
"University Of California, San Diego (UCSD)",PhD,F15,Accepted,3.58,164.0,161.0,4.5,American,53.0,6.9,32
"University Of Washington, Seattle (UW)",MS,F15,Accepted,3.75,147.0,170.0,3.0,International,57.0,8.4,23
"University Of Texas, Austin (UT Austin)",MS,F15,Accepted,3.93,160.0,165.0,3.5,American,42.0,5.4,29
"University Of California, Santa Barbara (UCSB)",MS,F15,Accepted,3.83,161.0,168.0,4.5,International,25.0,3.5,29
"University Of Texas, Austin (UT Austin)",MS,F15,Accepted,3.59,167.0,168.0,5.5,American,42.0,5.4,29
"University Of Texas, Austin (UT Austin)",MS,F15,Accepted,3.75,157.0,164.0,4.5,American,42.0,5.4,29
"University Of Texas, Austin (UT Austin)",MS,F15,Accepted,3.84,157.0,169.0,4.0,International,42.0,5.4,29
New York University (NYU),MS,F15,Rejected,3.3,154.0,170.0,3.0,International,46.0,4.3,60
"University Of Texas, Austin (UT Austin)",MS,F15,Accepted,3.88,163.0,168.0,5.0,International,42.0,5.4,29
"University Of Texas, Austin (UT Austin)",MS,F15,Accepted,3.7,163.0,168.0,5.5,American,42.0,5.4,29
Cornell University,MEng,F15,Accepted,3.8,162.0,168.0,4.5,International,68.0,8.7,14
Brown University,PhD,F15,Rejected,3.56,147.0,166.0,4.0,International,26.0,3.3,55
Yale University,PhD,F15,Rejected,3.56,147.0,166.0,4.0,International,26.0,2.5,10
Duke University,PhD,F15,Rejected,3.56,147.0,166.0,4.0,International,22.0,2.8,24
University Of Rochester,PhD,F15,Accepted,3.56,147.0,166.0,4.0,International,21.0,2.1,81
Columbia University,MS,F15,Accepted,3.78,157.0,170.0,4.5,International,47.0,5.8,18
University Of Southern California (USC),MS,F15,Accepted,3.6,164.0,164.0,4.5,International,50.0,5.7,73
"University Of Massachusetts, Amherst (UMass)",MS,F15,Accepted,3.33,159.0,168.0,3.5,International,50.0,4.7,56
"University Of Massachusetts, Amherst (UMass)",MS,F15,Accepted,3.8,166.0,170.0,4.5,International,50.0,4.7,56
"University Of Colorado, Boulder",PhD,F15,Accepted,3.97,162.0,164.0,3.5,American,47.0,3.0,67
New York University (NYU),MS,F15,Accepted,3.9,152.0,160.0,4.0,American,46.0,4.3,60
Columbia University,MS,F15,Rejected,3.5,150.0,170.0,3.0,International,47.0,5.8,18
Cornell University,MS,F15,Rejected,3.23,159.0,168.0,3.5,International,68.0,8.7,14
University Of Chicago (UChicago),MS,F15,Rejected,3.2,145.0,170.0,3.5,International with US Degree,23.0,2.7,12
Columbia University,MS,F15,Rejected,3.2,145.0,170.0,3.5,International with US Degree,47.0,5.8,18
"University Of Colorado, Boulder",MS,F15,Rejected,3.8,160.0,160.0,4.5,American,47.0,3.0,67
Columbia University,MS,F15,Rejected,3.35,160.0,170.0,4.5,International,47.0,5.8,18
Columbia University,MS,F15,Rejected,3.13,160.0,169.0,4.0,International,47.0,5.8,18
Georgia Institute Of Technology (GTech),MS,F15,Rejected,3.77,155.0,167.0,4.0,International,73.0,6.7,27
Cornell University,MS,F15,Rejected,3.77,155.0,167.0,4.0,International,68.0,8.7,14
Arizona State University (ASU),MS,F15,Accepted,3.77,155.0,167.0,4.0,International,26.0,2.3,161
North Caroline State University (NCSU),MS,F15,Accepted,3.77,155.0,167.0,4.0,International,30.0,2.3,1000
Carnegie Mellon University (CMU),MS,F15,Rejected,3.77,155.0,165.0,4.0,International,152.0,18.1,20
Carnegie Mellon University (CMU),MS,F15,Rejected,3.77,155.0,167.0,4.0,International,152.0,18.1,20
Columbia University,MS,F15,Rejected,3.15,156.0,158.0,4.0,American,47.0,5.8,18
University Of Southern California (USC),MS,F15,Accepted,3.77,155.0,167.0,4.0,International,50.0,5.7,73
University Of Pennsylvania (UPenn),MS,F15,Rejected,3.77,155.0,167.0,4.0,International,46.0,5.6,19
"University Of Illinois, Chicago (UIC)",MS,F15,Rejected,4.0,150.0,162.0,3.5,International,33.0,2.8,197
Duke University,MS,F15,Rejected,3.69,160.0,170.0,3.0,International,22.0,2.8,24
Columbia University,MS,F15,Accepted,3.97,165.0,166.0,4.5,International,47.0,5.8,18
"University Of Massachusetts, Amherst (UMass)",MS,F15,Accepted,3.8,154.0,170.0,4.5,International,50.0,4.7,56
"University Of Illinois, Chicago (UIC)",MS,F15,Accepted,3.31,154.0,157.0,4.0,International,33.0,2.8,197
"University Of Massachusetts, Amherst (UMass)",MS,F15,Accepted,3.83,165.0,166.0,3.0,International,50.0,4.7,56
Brown University,MS,F15,Accepted,3.52,161.0,153.0,4.0,American,26.0,3.3,55
"University Of Wisconsin, Madison",MS,F15,Accepted,3.6,162.0,160.0,4.0,International,48.0,5.9,27
New York University (NYU),MS,F15,Accepted,3.48,157.0,170.0,3.5,International,46.0,4.3,60
Vanderbilt University,MS,F15,Accepted,3.48,157.0,170.0,3.5,International,15.0,1.5,51
"University Of California, San Diego (UCSD)",MS,F15,Accepted,3.86,150.0,170.0,3.5,International,53.0,6.9,32
Duke University,MS,F15,Rejected,3.62,150.0,170.0,4.0,International,22.0,2.8,24
"University Of Massachusetts, Amherst (UMass)",MS,F15,Rejected,3.97,150.0,168.0,4.5,International,50.0,4.7,56
Oregon State University,PhD,F15,Rejected,4.0,155.0,169.0,3.5,American,30.0,2.8,288
"University Of California, Irvine (UCI)",MS,F15,Accepted,3.6,156.0,164.0,4.0,International,55.0,4.3,49
"Ohio State University, Columbus (OSU)",MS,F15,Rejected,3.67,152.0,160.0,3.5,International,35.0,3.4,66
Duke University,PhD,F15,Rejected,3.26,157.0,169.0,3.0,International,22.0,2.8,24
Duke University,PhD,F15,Rejected,4.0,150.0,159.0,3.5,International,22.0,2.8,24
"University Of Illinois, Urbana-Champaign (UIUC)",MS,F15,Rejected,3.86,150.0,170.0,3.5,International,83.0,9.9,33
"University Of Illinois, Urbana-Champaign (UIUC)",PhD,F15,Rejected,3.8,157.0,168.0,4.0,International with US Degree,83.0,9.9,33
"University Of Texas, Austin (UT Austin)",MS,F15,Accepted,3.9,159.0,168.0,3.0,International,42.0,5.4,29
"University Of Illinois, Urbana-Champaign (UIUC)",PhD,F15,Rejected,4.0,170.0,148.0,3.0,International,83.0,9.9,33
"University Of Illinois, Chicago (UIC)",MS,F15,Rejected,3.1,156.0,161.0,3.0,International,33.0,2.8,197
Arizona State University (ASU),MS,F15,Rejected,3.1,156.0,161.0,3.0,International,26.0,2.3,161
"University Of Wisconsin, Madison",MS,F15,Accepted,3.56,161.0,168.0,3.5,International,48.0,5.9,27
University Of Georgia,PhD,F15,Accepted,3.79,153.0,165.0,3.0,International,7.0,1.3,213
"University Of Texas, Arlington",PhD,F15,Accepted,3.49,141.0,162.0,2.5,Other,15.0,1.8,550
Ohio State University (OSU),MS,F15,Rejected,3.8,152.0,164.0,3.5,International,35.0,3.4,66
"University Of Wisconsin, Madison",MS,F15,Accepted,3.98,161.0,164.0,3.5,International with US Degree,48.0,5.9,27
University Of Chicago (UChicago),PhD,F15,Rejected,3.7,149.0,165.0,3.0,International,23.0,2.7,12
Virginia Tech,MS,F15,Accepted,3.7,158.0,170.0,3.5,International,39.0,2.4,72
"University Of Michigan, Ann Arbor (UMich)",MS,F15,Rejected,3.1,155.0,169.0,4.0,International,63.0,8.6,15
"University Of Michigan, Ann Arbor (UMich)",MS,F15,Rejected,3.6,158.0,164.0,3.5,International,63.0,8.6,15
Vanderbilt University,PhD,F15,Accepted,3.7,150.0,168.0,3.0,International,15.0,1.5,51
"University Of Wisconsin, Madison",MS,F15,Rejected,3.6,160.0,166.0,4.0,International,48.0,5.9,27
"University Of Wisconsin, Madison",MS,F15,Rejected,3.75,153.0,157.0,3.0,International,48.0,5.9,27
"University Of Wisconsin, Madison",MS,F15,Rejected,3.7,160.0,170.0,4.5,International,48.0,5.9,27
New York University (NYU),MS,F15,Accepted,3.97,165.0,166.0,4.5,International,46.0,4.3,60
"University Of Wisconsin, Madison",MS,F15,Rejected,3.7,158.0,170.0,4.0,International,48.0,5.9,27
Columbia University,MS,F15,Rejected,3.95,147.0,170.0,3.5,International with US Degree,47.0,5.8,18
Columbia University,MS,S15,Accepted,3.65,156.0,163.0,4.0,International with US Degree,47.0,5.8,18
Georgia Institute Of Technology (GTech),PhD,F15,Rejected,3.8,154.0,170.0,4.5,International,73.0,6.7,27
North Caroline State University (NCSU),MS,F15,Accepted,3.2,152.0,168.0,3.5,International,30.0,2.3,1000
"University Of Michigan, Ann Arbor (UMich)",MS,F15,Rejected,3.74,146.0,157.0,3.5,American,63.0,8.6,15
"University Of Texas, Austin (UT Austin)",PhD,F15,Accepted,3.91,146.0,168.0,3.0,International,42.0,5.4,29
Columbia University,MS,F15,Accepted,3.65,163.0,156.0,4.0,International with US Degree,47.0,5.8,18
"Texas A&M University, College Station (TAMU)",MS,F15,Rejected,3.35,160.0,170.0,4.5,International,38.0,3.1,164
"University Of Michigan, Ann Arbor (UMich)",PhD,F15,Rejected,3.93,160.0,165.0,3.5,American,63.0,8.6,15
"Texas A&M University, College Station (TAMU)",MS,F15,Rejected,3.3,155.0,170.0,3.0,International,38.0,3.1,164
"University Of Michigan, Ann Arbor (UMich)",PhD,F15,Wait listed,3.7,152.0,170.0,3.0,International,63.0,8.6,15
"University Of Michigan, Ann Arbor (UMich)",MS,S15,Rejected,4.0,163.0,162.0,4.5,International,63.0,8.6,15
Ohio State University (OSU),MS,S15,Rejected,4.0,163.0,162.0,4.5,International,35.0,3.4,66
"Texas A&M University, College Station (TAMU)",MS,F15,Rejected,3.86,152.0,165.0,4.0,International,38.0,3.1,164
Ohio State University (OSU),MS,F15,Rejected,4.0,150.0,162.0,3.5,International,35.0,3.4,66
"Texas A&M University, College Station (TAMU)",MS,F15,Rejected,4.0,150.0,162.0,3.5,International,38.0,3.1,164
Ohio State University (OSU),MS,F15,Rejected,3.5,155.0,165.0,4.0,International,35.0,3.4,66
University Of Southern California (USC),PhD,F15,Accepted,3.86,157.0,169.0,3.5,International with US Degree,50.0,5.7,73
"University Of Texas, Austin (UT Austin)",PhD,F15,Rejected,3.82,151.0,164.0,3.0,International,42.0,5.4,29
Columbia University,MS,F15,Rejected,3.4,168.0,166.0,6.0,American,47.0,5.8,18
Columbia University,MS,F15,Rejected,3.4,168.0,166.0,6.0,American,47.0,5.8,18
Ohio State University (OSU),MS,F15,Rejected,3.6,158.0,164.0,3.5,International,35.0,3.4,66
Johns Hopkins University (JHU),PhD,F15,Accepted,3.55,154.0,170.0,4.5,International,22.0,2.4,13
"University Of California, Los Angeles (UCLA)",MS,F15,Accepted,3.78,169.0,170.0,5.5,American,37.0,5.0,11
Georgia Institute Of Technology (GTech),MS,F15,Rejected,3.45,158.0,168.0,4.0,International,73.0,6.7,27
"University Of California, San Diego (UCSD)",PhD,F15,Accepted,4.0,157.0,169.0,3.0,International,53.0,6.9,32
"University Of Maryland, College Park (UMD)",PhD,F15,Accepted,4.0,157.0,169.0,3.0,International,52.0,6.4,98
Georgia Institute Of Technology (GTech),MS,F15,Rejected,3.7,157.0,170.0,3.5,International,73.0,6.7,27
"University Of California, San Diego (UCSD)",MS,F15,Rejected,3.7,154.0,163.0,3.5,International,53.0,6.9,32
Georgia Institute Of Technology (GTech),MS,F15,Accepted,3.73,144.0,161.0,3.5,International,73.0,6.7,27
New York University (NYU),MS,F15,Accepted,3.11,158.0,162.0,4.5,International,46.0,4.3,60
Georgia Institute Of Technology (GTech),MS,F15,Rejected,3.7,150.0,169.0,4.0,International,73.0,6.7,27
Georgia Institute Of Technology (GTech),MS,F15,Rejected,3.6,161.0,170.0,4.0,International,73.0,6.7,27
Georgia Institute Of Technology (GTech),MS,F15,Rejected,3.6,158.0,164.0,4.0,International,73.0,6.7,27
Georgia Institute Of Technology (GTech),MS,F15,Rejected,3.33,160.0,158.0,4.0,American,73.0,6.7,27
"University Of California, San Diego (UCSD)",MS,F15,Rejected,3.4,148.0,165.0,3.0,International,53.0,6.9,32
Georgia Institute Of Technology (GTech),MS,F15,Accepted,3.68,154.0,170.0,4.0,International,73.0,6.7,27
Georgia Institute Of Technology (GTech),MS,F15,Rejected,3.8,152.0,164.0,3.5,International,73.0,6.7,27
Georgia Institute Of Technology (GTech),MS,F15,Rejected,3.5,151.0,168.0,3.5,International,73.0,6.7,27
Georgia Institute Of Technology (GTech),MS,F15,Rejected,4.0,148.0,170.0,3.5,International,73.0,6.7,27
Georgia Institute Of Technology (GTech),MS,F15,Rejected,3.6,150.0,161.0,3.0,International,73.0,6.7,27
Georgia Institute Of Technology (GTech),PhD,F15,Rejected,3.86,150.0,170.0,3.5,International,73.0,6.7,27
Georgia Institute Of Technology (GTech),MS,F15,Rejected,3.35,160.0,170.0,4.5,International,73.0,6.7,27
Georgia Institute Of Technology (GTech),MS,F15,Rejected,3.67,167.0,167.0,4.5,International,73.0,6.7,27
Georgia Institute Of Technology (GTech),MS,F15,Rejected,4.0,160.0,170.0,4.0,International,73.0,6.7,27
Georgia Institute Of Technology (GTech),MS,F15,Rejected,3.8,162.0,168.0,4.5,International,73.0,6.7,27
New York University (NYU),MS,F15,Accepted,3.13,160.0,169.0,4.0,International,46.0,4.3,60
Georgia Institute Of Technology (GTech),MS,F15,Rejected,3.13,160.0,169.0,4.0,International,73.0,6.7,27
Georgia Institute Of Technology (GTech),MS,F15,Rejected,3.3,161.0,164.0,5.5,International with US Degree,73.0,6.7,27
Rutgers University,MS,F15,Accepted,3.81,157.0,163.0,4.0,American,43.0,3.6,105
Georgia Institute Of Technology (GTech),MS,F15,Rejected,3.8,161.0,168.0,4.5,International,73.0,6.7,27
Georgia Institute Of Technology (GTech),MS,F15,Rejected,3.8,156.0,168.0,4.0,International,73.0,6.7,27
Georgia Institute Of Technology (GTech),MS,F15,Rejected,3.6,161.0,170.0,4.0,International,73.0,6.7,27
Georgia Institute Of Technology (GTech),MS,F15,Rejected,3.8,155.0,166.0,4.0,International,73.0,6.7,27
Georgia Institute Of Technology (GTech),MS,F15,Rejected,3.7,159.0,165.0,5.0,International,73.0,6.7,27
Georgia Institute Of Technology (GTech),MS,F15,Rejected,3.97,150.0,168.0,4.5,International,73.0,6.7,27
Georgia Institute Of Technology (GTech),PhD,F15,Rejected,4.0,155.0,170.0,4.0,International with US Degree,73.0,6.7,27
Arizona State University (ASU),MS,F15,Accepted,3.86,156.0,165.0,4.0,International,26.0,2.3,161
Oregon State University,PhD,F15,Rejected,4.0,155.0,144.0,3.0,International,30.0,2.8,288
New York University (NYU),MS,F15,Accepted,3.2,155.0,169.0,4.0,International,46.0,4.3,60
"University Of Texas, Dallas (UT Dallas)",MS,F15,Accepted,3.45,153.0,168.0,3.0,International,34.0,2.3,260
Rutgers University,MS,F15,Accepted,3.2,156.0,166.0,3.5,International,43.0,3.6,105
"University Of California, San Diego (UCSD)",MS,F15,Rejected,3.6,156.0,164.0,4.0,International,53.0,6.9,32
"University Of Massachusetts, Amherst (UMass)",MS,F15,Rejected,3.45,158.0,168.0,4.0,International,50.0,4.7,56
University Of Oregon,PhD,F15,Accepted,3.7,161.0,162.0,5.5,American,13.0,1.4,263
Oregon State University,MS,F15,Rejected,3.95,163.0,154.0,5.0,American,30.0,2.8,288
Boston University (BU),MS,F15,Accepted,3.83,153.0,166.0,3.0,International with US Degree,22.0,2.5,59
Columbia University,PhD,F15,Rejected,3.83,165.0,166.0,3.0,International,47.0,5.8,18
Arizona State University (ASU),MS,F15,Accepted,4.0,150.0,162.0,3.5,International,26.0,2.3,161
"University Of California, Santa Barbara (UCSB)",MS,F15,Rejected,3.8,157.0,166.0,4.0,International,25.0,3.5,29
"University Of California, San Diego (UCSD)",MS,F15,Rejected,3.8,157.0,166.0,4.0,International,53.0,6.9,32
University Of Houston,MS,F15,Rejected,3.0,158.0,157.0,4.0,International,13.0,1.5,325
"University Of Massachusetts, Amherst (UMass)",MS,F15,Rejected,3.4,156.0,165.0,4.0,International,50.0,4.7,56
University Of Southern California (USC),MS,F15,Accepted,3.8,147.0,166.0,3.5,International,50.0,5.7,73
"University Of California, San Diego (UCSD)",MS,F15,Rejected,3.7,159.0,165.0,5.0,International,53.0,6.9,32
"University Of Illinois, Chicago (UIC)",PhD,F15,Accepted,3.1,157.0,165.0,4.5,International,33.0,2.8,197
University Of Rochester,MS,F15,Accepted,3.0,159.0,170.0,3.0,International,21.0,2.1,81
"University Of California, San Diego (UCSD)",MS,F15,Rejected,3.0,159.0,170.0,3.0,International,53.0,6.9,32
Arizona State University (ASU),MS,F15,Accepted,3.4,147.0,164.0,3.0,International,26.0,2.3,161
University Of Rochester,PhD,F15,Accepted,3.3,154.0,170.0,3.0,International,21.0,2.1,81
"University Of California, San Diego (UCSD)",MS,F15,Rejected,3.8,155.0,170.0,3.5,International,53.0,6.9,32
"University Of Michigan, Ann Arbor (UMich)",MS,F15,Accepted,3.68,160.0,170.0,3.0,International,63.0,8.6,15
"University Of California, San Diego (UCSD)",MS,F15,Rejected,3.88,154.0,163.0,3.5,International,53.0,6.9,32
"University Of California, San Diego (UCSD)",MS,F15,Rejected,3.5,159.0,165.0,4.0,International,53.0,6.9,32
"University Of Massachusetts, Amherst (UMass)",MS,F15,Rejected,3.75,152.0,167.0,3.0,International,50.0,4.7,56
Georgia Institute Of Technology (GTech),PhD,F15,Rejected,3.4,155.0,168.0,3.0,International,73.0,6.7,27
Colorado State University (CSU),PhD,F15,Rejected,3.2,154.0,168.0,3.5,International,10.0,1.2,238
"University Of California, San Diego (UCSD)",MS,F15,Rejected,3.48,158.0,168.0,4.0,International,53.0,6.9,32
University Of Pennsylvania (UPenn),MS,F15,Accepted,3.43,167.0,170.0,3.5,International,46.0,5.6,19
"University Of Massachusetts, Amherst (UMass)",MS,F15,Rejected,3.6,156.0,164.0,4.0,International,50.0,4.7,56
"University Of Massachusetts, Amherst (UMass)",MS,F15,Rejected,3.7,152.0,167.0,3.0,International,50.0,4.7,56
"University Of Massachusetts, Amherst (UMass)",MS,F15,Rejected,3.91,153.0,166.0,4.0,International,50.0,4.7,56
"University Of Massachusetts, Amherst (UMass)",MS,F15,Rejected,4.0,156.0,165.0,3.0,International,50.0,4.7,56
University Of Rochester,MS,F15,Accepted,3.67,167.0,167.0,4.5,International,21.0,2.1,81
"University Of Texas, Dallas (UT Dallas)",MS,F15,Accepted,3.75,147.0,170.0,3.0,International,34.0,2.3,260
Nothwestern University,PhD,F15,Rejected,3.2,150.0,170.0,2.0,International with US Degree,37.0,3.4,26
"University Of California, Irvine (UCI)",MS,F15,Accepted,3.7,158.0,170.0,4.0,International,55.0,4.3,49
Nothwestern University,PhD,F15,Rejected,3.58,152.0,170.0,3.0,International,37.0,3.4,26
